Attack_ID,Company_Name,Industry,Country,Attack_Date,Ransomware_Group,Attack_Vector,Ransom_Amount_USD,Payment_Status,Data_Exfiltration,Downtime_Days,Records_Affected,Estimated_Total_Loss_USD,Severity_Score
RA-101174,Hansen Inc,Education,Germany,2023-06-05,Clop,Credential Theft,1231803,Not Paid,No,41,181779,1629373,7.56
RA-101175,"Anderson, Washington and Collins",Energy,Australia,2023-09-11,REvil,Zero-Day Exploit,2437999,Unknown,Yes,19,839125,3682726,6.13
RA-101176,Hinton-Diaz,Healthcare,Canada,2023-08-09,DarkSide,Phishing Email,3502181,Unknown,Yes,53,3563857,3822908,15.02
RA-101177,"Burke, Nash and Brown",Manufacturing,United Kingdom,2024-04-03,DarkSide,Drive-by Download,2544748,Unknown,No,3,3728663,2644153,6.72
RA-101178,"Nguyen, Rhodes and Holmes",Transportation,Germany,2021-01-19,Maze,Drive-by Download,1333038,Unknown,Yes,23,4199759,3137863,8.98
RA-101179,Ray and Sons,Energy,United Kingdom,2021-12-24,REvil,Drive-by Download,1275058,Negotiated,No,23,4724125,1996602,9.45
RA-101180,Fowler Group,Education,Japan,2021-05-20,Hive,Drive-by Download,4062944,Negotiated,Yes,25,3957445,5343486,11.77
RA-101181,Hill-Stone,Hospitality,Japan,2024-11-30,Ryuk,Phishing Email,2723551,Paid,Yes,38,4871572,3463559,13.3
RA-101182,"Bryant, Shea and Jones",Finance,Brazil,2025-10-11,DarkSide,Malicious Attachment,1340295,Not Paid,Yes,15,809939,2745448,4.4
RA-101183,Bush PLC,Technology,South Africa,2021-08-04,LockBit,Credential Theft,1464600,Negotiated,Yes,47,3222025,3059656,11.74
RA-101184,Barry-Hayes,Healthcare,United Kingdom,2021-03-18,Maze,Phishing Email,616375,Unknown,No,29,3140141,1898367,8.11
RA-101185,Newton-Mckinney,Retail,Brazil,2021-09-30,DarkSide,Drive-by Download,4818212,Negotiated,Yes,36,1675593,5238662,11.89
RA-101186,Rasmussen-White,Government,South Africa,2022-02-17,Akira,Phishing Email,1364705,Paid,Yes,28,4433726,3070613,10.0
RA-101187,"Brown, Schmitt and Petty",Technology,Japan,2021-03-10,Hive,Phishing Email,1184124,Negotiated,Yes,58,44025,1948178,9.93
RA-101188,Higgins-Woods,Government,Japan,2024-10-29,DarkSide,Credential Theft,4435481,Negotiated,No,32,1595083,6191156,10.83
RA-101189,"Vargas, Tyler and Miller",Finance,Brazil,2024-06-20,Ryuk,Drive-by Download,4691692,Unknown,Yes,55,1156667,6382760,14.1
RA-101190,Marshall-Knox,Finance,South Africa,2024-03-11,DarkSide,RDP Exploit,660517,Paid,No,9,4339081,1295944,6.35
RA-101191,"Sanders, Cook and Sanchez",Retail,India,2021-02-16,Maze,Phishing Email,1884226,Not Paid,No,53,2431927,3828373,12.27
RA-101192,"Jefferson, Russell and Anderson",Transportation,Japan,2021-06-03,Hive,Malicious Attachment,4488071,Unknown,Yes,37,2025096,6287351,12.06
RA-101193,"Brown, Rivera and Donovan",Retail,United States,2024-01-24,LockBit,Malicious Attachment,935082,Unknown,No,38,3950955,2909960,10.59
RA-101194,Holt-Adams,Government,France,2022-02-15,Maze,Drive-by Download,2811335,Paid,Yes,57,498315,3113444,11.86
RA-101195,Williamson-Mccall,Hospitality,United States,2023-10-08,Maze,Phishing Email,616629,Unknown,Yes,52,4730068,2523133,13.15
RA-101196,"Jones, Hubbard and Benton",Healthcare,South Africa,2025-12-23,LockBit,Zero-Day Exploit,4630690,Not Paid,No,31,1086127,5207987,10.37
RA-101197,Hernandez Ltd,Healthcare,United States,2023-06-03,Conti,Credential Theft,4011337,Unknown,Yes,20,1910648,4066306,8.92
RA-101198,Trujillo-Hebert,Technology,United Kingdom,2024-02-06,Ryuk,Drive-by Download,4049763,Unknown,Yes,4,3247538,5665513,7.9
RA-101199,Smith and Sons,Government,Australia,2021-08-25,Ryuk,Phishing Email,3678814,Not Paid,Yes,8,3084663,4426569,7.96
RA-101200,Williams-Stokes,Transportation,Japan,2021-07-08,LockBit,Phishing Email,4942681,Not Paid,Yes,1,1905370,5818942,7.0
RA-101201,"Stein, Cunningham and Tyler",Retail,United States,2021-06-06,Maze,Malicious Attachment,480253,Not Paid,No,9,3678973,868984,5.51
RA-101202,Bishop and Sons,Finance,South Africa,2021-09-23,REvil,Credential Theft,3342144,Not Paid,No,31,1026667,4729113,9.02
RA-101203,"Benitez, Fields and Walls",Retail,Australia,2024-12-15,Hive,Malicious Attachment,2999383,Not Paid,No,58,1848003,3939557,13.55
RA-101204,Reid-Marsh,Manufacturing,India,2022-10-16,Akira,Zero-Day Exploit,4546753,Negotiated,Yes,33,875687,4669994,10.37
RA-101205,Snyder-Sweeney,Retail,France,2022-02-21,Conti,Phishing Email,1155342,Negotiated,Yes,54,4370522,1648810,13.63
RA-101206,Cook-Moore,Energy,South Africa,2021-03-15,LockBit,Zero-Day Exploit,1977205,Paid,No,45,3693414,3350161,12.42
RA-101207,"Santiago, Ortega and Jennings",Finance,United States,2022-07-24,REvil,Credential Theft,4939516,Unknown,No,25,2520145,6684235,11.21
RA-101208,"Lane, Armstrong and Nelson",Government,Germany,2021-02-08,Ryuk,RDP Exploit,3214382,Unknown,Yes,25,3724807,3317528,10.69
RA-101209,Thompson-White,Manufacturing,United States,2024-09-14,Akira,Malicious Attachment,2564767,Negotiated,Yes,3,4542943,4174886,7.56
RA-101210,"Smith, Francis and Cortez",Technology,United States,2025-03-31,BlackCat,Credential Theft,234387,Unknown,No,22,3641393,2059980,7.18
RA-101211,Mckay Ltd,Hospitality,France,2025-10-25,REvil,RDP Exploit,4490903,Unknown,No,30,3555485,5701737,12.55
RA-101212,"Hernandez, Mitchell and Cunningham",Retail,South Africa,2025-03-08,Conti,Credential Theft,2003392,Negotiated,No,9,127467,2602062,3.48
RA-101213,Blair and Sons,Retail,Canada,2024-03-15,Akira,Phishing Email,3315154,Paid,No,3,2300842,4083683,6.07
RA-101214,"Chang, Garcia and Leonard",Education,Brazil,2024-03-10,DarkSide,Phishing Email,2697654,Unknown,Yes,54,2219033,4485184,13.02
RA-101215,"Greer, Hernandez and Williams",Transportation,Germany,2023-08-14,Ryuk,Phishing Email,315410,Paid,No,23,4028375,1662854,7.79
RA-101216,"Hernandez, Tucker and Henry",Education,Canada,2026-01-12,REvil,Malicious Attachment,4630880,Unknown,Yes,21,537335,5564548,8.32
RA-101217,Aguilar-Williams,Finance,United States,2022-04-11,Clop,Drive-by Download,1468772,Unknown,No,10,416004,1966721,3.38
RA-101218,Hudson-Hodges,Retail,Canada,2021-03-27,LockBit,Drive-by Download,4647320,Negotiated,Yes,46,1912303,4784853,13.46
RA-101219,Lee LLC,Transportation,Brazil,2024-05-14,BlackCat,Credential Theft,1973779,Paid,Yes,23,915829,2146264,6.34
RA-101220,Hawkins and Sons,Technology,South Africa,2022-02-22,Ryuk,Malicious Attachment,2737916,Not Paid,Yes,37,3115288,4486744,11.4
RA-101221,Lewis Ltd,Manufacturing,Brazil,2022-10-31,REvil,Credential Theft,3027305,Paid,Yes,22,3423805,4919272,9.75
RA-101222,Gutierrez Group,Hospitality,United States,2023-01-25,BlackCat,Credential Theft,379220,Not Paid,No,19,1258921,2301555,4.49
RA-101223,Watson Group,Manufacturing,Germany,2023-11-13,Ryuk,Credential Theft,4267941,Paid,Yes,51,4877962,5772875,16.8
RA-101224,Long-Tran,Transportation,Japan,2023-02-20,Hive,Drive-by Download,663044,Unknown,Yes,5,1884022,1858778,3.3
RA-101225,"Vazquez, Ramos and Hall",Energy,France,2025-10-02,Hive,Zero-Day Exploit,4432141,Negotiated,No,52,431538,5715326,12.66
RA-101226,"Holmes, Ryan and Evans",Government,Australia,2022-02-04,Conti,Zero-Day Exploit,4830494,Negotiated,Yes,19,2047163,5529795,9.73
RA-101227,Martin LLC,Finance,Australia,2024-11-20,Hive,Credential Theft,2027044,Paid,No,29,3438806,2795963,9.82
RA-101228,English Inc,Technology,Germany,2024-08-31,Akira,RDP Exploit,4066382,Not Paid,No,39,1932414,5017936,11.85
RA-101229,Ramirez-Sanchez,Retail,Canada,2024-10-12,Maze,Malicious Attachment,4910283,Paid,Yes,43,1158903,6190204,12.52
RA-101230,Kane-Porter,Energy,Germany,2023-04-17,Clop,Zero-Day Exploit,3536793,Paid,Yes,33,1244957,4754777,9.73
RA-101231,"Lewis, Murray and Cooper",Energy,South Africa,2021-09-05,Clop,Phishing Email,3516686,Unknown,Yes,17,4652243,5018561,10.72
RA-101232,Kerr-Haas,Transportation,India,2024-11-14,Ryuk,Malicious Attachment,1405357,Not Paid,No,5,1110565,2495174,3.27
RA-101233,Mitchell-Clark,Manufacturing,Australia,2024-11-28,Akira,Credential Theft,4676957,Paid,Yes,16,2461249,4936580,9.54
RA-101234,"Sanchez, Robinson and Gordon",Energy,India,2021-06-01,REvil,Zero-Day Exploit,2982600,Not Paid,Yes,29,3429989,4315550,10.76
RA-101235,Roth Inc,Education,United States,2025-01-22,Akira,Credential Theft,4950572,Negotiated,No,59,4273038,5136291,18.07
RA-101236,White-Jennings,Hospitality,Canada,2023-02-16,BlackCat,RDP Exploit,2693019,Negotiated,No,29,1482553,3769771,8.53
RA-101237,Kennedy LLC,Transportation,Japan,2022-11-30,Hive,Zero-Day Exploit,410068,Negotiated,No,37,4342694,2301845,10.3
RA-101238,Anderson Inc,Healthcare,Germany,2023-02-26,Ryuk,Credential Theft,2677428,Negotiated,No,49,1496760,2987732,11.52
RA-101239,"Chavez, Mccormick and Reynolds",Retail,Canada,2021-07-23,DarkSide,Zero-Day Exploit,2918746,Not Paid,Yes,19,1389190,3177365,7.16
RA-101240,"Thompson, Hughes and Mosley",Government,Canada,2022-08-14,Clop,Phishing Email,2181248,Not Paid,Yes,39,890294,4130098,8.92
RA-101241,Dennis Ltd,Government,United States,2021-02-26,DarkSide,Phishing Email,338405,Negotiated,Yes,58,4528520,1476496,13.57
RA-101242,Figueroa-Webster,Education,Brazil,2022-08-01,REvil,Phishing Email,4796280,Paid,No,28,3731559,5898673,12.73
RA-101243,"Carpenter, Garner and Edwards",Education,Canada,2025-12-26,BlackCat,Malicious Attachment,3631109,Paid,Yes,32,2206778,3823275,10.64
RA-101244,Mosley-Torres,Manufacturing,Canada,2025-01-29,DarkSide,Drive-by Download,628695,Paid,No,21,1314822,1702077,5.09
RA-101245,Watson-Medina,Transportation,Australia,2026-01-02,Conti,Credential Theft,326760,Paid,Yes,28,842641,2292077,5.37
RA-101246,"Combs, Salas and Kelley",Government,Germany,2022-05-19,REvil,Zero-Day Exploit,1153187,Not Paid,No,38,3155970,2992144,10.01
RA-101247,"Glenn, Johnson and Butler",Education,Germany,2025-07-25,BlackCat,Credential Theft,1574549,Not Paid,Yes,47,4166943,2177203,12.79
RA-101248,"Jordan, Boyd and Barrera",Government,United Kingdom,2023-06-09,LockBit,Zero-Day Exploit,569228,Negotiated,No,32,4678738,1861043,10.05
RA-101249,Sanders-Cisneros,Transportation,United Kingdom,2024-07-16,REvil,RDP Exploit,4903099,Negotiated,No,16,2925239,5928609,10.23
RA-101250,White LLC,Energy,Canada,2023-10-01,BlackCat,RDP Exploit,3295096,Paid,No,39,2995905,4444716,12.14
RA-101251,"Castro, Lynch and Rodriguez",Technology,South Africa,2023-05-10,Clop,Zero-Day Exploit,3756158,Negotiated,Yes,21,2075410,5155349,8.98
RA-101252,"Cross, Stewart and Hall",Energy,Brazil,2022-12-13,Akira,Zero-Day Exploit,3344415,Not Paid,Yes,46,1074327,4976943,11.32
RA-101253,Tucker LLC,Technology,United States,2022-08-19,Hive,Malicious Attachment,2252508,Negotiated,No,33,1804541,4128576,9.01
RA-101254,Park-Johnson,Technology,Canada,2023-04-23,LockBit,Malicious Attachment,3288119,Unknown,Yes,52,3707458,4189826,14.8
RA-101255,Lowery-Taylor,Government,Japan,2022-11-27,Clop,Credential Theft,387759,Not Paid,Yes,20,3755145,1257196,7.14
RA-101256,Butler-Johnson,Healthcare,India,2024-06-10,BlackCat,Drive-by Download,2770591,Negotiated,No,9,4527996,2822366,8.65
RA-101257,"Huffman, Miranda and Lamb",Government,Australia,2025-04-20,Hive,RDP Exploit,4643012,Not Paid,No,5,412947,5740697,5.81
RA-101258,Nielsen-Tran,Manufacturing,Australia,2025-10-27,Ryuk,RDP Exploit,1928796,Not Paid,Yes,19,1354056,3848575,6.13
RA-101259,Chase Inc,Transportation,India,2021-03-15,DarkSide,Phishing Email,173010,Not Paid,No,49,4417166,398011,11.94
RA-101260,Newman-Johnson,Retail,South Africa,2022-09-10,Ryuk,Drive-by Download,208376,Unknown,Yes,15,2074676,289213,4.53
RA-101261,Quinn LLC,Finance,France,2025-08-03,Ryuk,Phishing Email,2269912,Paid,Yes,56,712432,2440400,11.38
RA-101262,Baker Group,Hospitality,Canada,2021-07-15,Maze,Zero-Day Exploit,4939143,Paid,No,51,3281085,5356586,15.87
RA-101263,"Murray, Grant and Nash",Hospitality,Brazil,2022-07-16,Ryuk,Malicious Attachment,3854579,Unknown,Yes,13,836269,4418793,6.64
RA-101264,"Peterson, Parks and Elliott",Retail,France,2022-04-01,Hive,RDP Exploit,3413549,Unknown,Yes,36,2336813,4437206,11.15
RA-101265,Barrett and Sons,Finance,Brazil,2023-10-15,Conti,Credential Theft,3307135,Paid,No,24,4585157,4815715,11.49
RA-101266,"Simmons, Smith and Ferrell",Hospitality,South Africa,2025-04-29,REvil,Malicious Attachment,1952126,Not Paid,Yes,29,3102388,2962061,9.4
RA-101267,"Rodriguez, Wright and Stein",Energy,Japan,2021-07-15,Conti,Phishing Email,4710047,Not Paid,No,11,1742261,6533722,8.1
RA-101268,Hampton-Brown,Government,United States,2024-06-16,DarkSide,Malicious Attachment,3977128,Unknown,No,34,4753414,5582183,13.83
RA-101269,"Hammond, Collins and Carter",Manufacturing,Japan,2025-02-25,Akira,Zero-Day Exploit,2839246,Paid,No,54,1263524,2925812,12.2
RA-101270,Smith Inc,Energy,France,2024-11-14,DarkSide,Malicious Attachment,1760099,Not Paid,No,49,4717932,3436696,13.83
RA-101271,Watkins-Brady,Finance,South Africa,2023-08-03,Ryuk,Drive-by Download,4056666,Paid,No,33,4654160,5867391,13.66
RA-101272,Davis-Ray,Finance,United Kingdom,2021-09-18,Conti,Zero-Day Exploit,119290,Paid,Yes,11,4361664,1698271,6.13
RA-101273,Olson LLC,Transportation,Brazil,2025-12-19,Clop,Drive-by Download,3563298,Unknown,No,32,1432220,4886460,9.8
RA-101274,Lee-Miller,Retail,France,2021-01-19,Maze,Credential Theft,2494328,Negotiated,Yes,8,3653165,3121359,7.35
RA-101275,Lyons and Sons,Hospitality,Australia,2021-10-17,Hive,Credential Theft,2439347,Negotiated,No,34,1715250,4132969,9.25
RA-101276,Holmes PLC,Education,United Kingdom,2023-08-06,Hive,Drive-by Download,1771784,Unknown,Yes,60,2769826,3726010,13.54
RA-101277,"Lindsey, Reyes and Smith",Finance,United States,2022-10-13,REvil,Drive-by Download,3497202,Not Paid,Yes,12,1261319,4493898,6.56
RA-101278,"Villa, King and Duncan",Finance,United States,2024-11-22,Akira,Zero-Day Exploit,792252,Not Paid,Yes,35,3847061,1496482,9.89
RA-101279,Schmitt-Martinez,Healthcare,Germany,2022-12-19,REvil,Malicious Attachment,4695541,Unknown,No,57,1896172,5428969,15.14
RA-101280,Price-Martinez,Transportation,Germany,2023-01-23,BlackCat,Credential Theft,3387860,Not Paid,Yes,60,2137092,4574597,14.52
RA-101281,Crawford Inc,Hospitality,South Africa,2025-02-05,Clop,Credential Theft,1820642,Unknown,No,18,1496000,2382062,6.02
RA-101282,Fuentes and Sons,Hospitality,Brazil,2024-03-24,Conti,RDP Exploit,4972481,Paid,Yes,39,2325736,6675510,13.15
RA-101283,Perez-Pearson,Education,Brazil,2022-03-20,LockBit,Malicious Attachment,771200,Paid,Yes,60,1228961,1081791,11.0
RA-101284,Wood-Barrett,Energy,Australia,2021-10-08,REvil,Credential Theft,4297494,Paid,Yes,52,3688478,5199634,15.79
RA-101285,"Marks, Jones and Perez",Energy,Australia,2024-02-22,REvil,Credential Theft,3303792,Negotiated,Yes,25,3234158,4794894,10.29
RA-101286,Cordova-Willis,Education,India,2025-12-14,Hive,Zero-Day Exploit,1799317,Unknown,No,11,2329924,3301121,5.78
RA-101287,Brewer PLC,Manufacturing,United Kingdom,2024-11-04,LockBit,Malicious Attachment,1013644,Unknown,No,36,3652612,2391180,10.07
RA-101288,Boyd-Washington,Government,India,2025-01-31,Maze,RDP Exploit,3562423,Paid,Yes,14,4695992,5410146,10.36
RA-101289,Ballard Group,Hospitality,Canada,2023-06-25,Maze,Phishing Email,3033215,Negotiated,No,34,1634944,3054989,9.77
RA-101290,"Miller, Cobb and Swanson",Retail,Brazil,2023-10-27,Ryuk,Phishing Email,114005,Negotiated,No,39,2290423,194318,8.25
RA-101291,"Payne, Garcia and Morgan",Energy,Japan,2024-07-04,DarkSide,Zero-Day Exploit,485054,Not Paid,No,37,255335,2305284,6.29
RA-101292,Curtis LLC,Manufacturing,United States,2025-03-16,Akira,Drive-by Download,4581718,Not Paid,Yes,52,871569,4671815,13.25
RA-101293,"Fitzgerald, Collins and Brown",Finance,United States,2025-11-19,DarkSide,Drive-by Download,1109345,Paid,No,6,3519729,2868504,5.53
RA-101294,Smith Ltd,Hospitality,United States,2021-07-19,Maze,Drive-by Download,4569103,Negotiated,Yes,18,1629019,5952958,8.9
RA-101295,Smith Inc,Healthcare,India,2026-01-29,Ryuk,Drive-by Download,4927833,Paid,Yes,47,3072482,6020677,15.05
RA-101296,Hall PLC,Education,Brazil,2022-01-31,LockBit,Malicious Attachment,4212102,Not Paid,No,10,2236804,4398197,7.95
RA-101297,Thompson-Gill,Manufacturing,South Africa,2021-12-21,Maze,Zero-Day Exploit,32048,Paid,No,20,2296591,1217626,5.33
RA-101298,Wallace LLC,Finance,United Kingdom,2021-06-30,Maze,Credential Theft,980273,Paid,Yes,59,759786,1373005,10.59
RA-101299,"Gregory, Lynch and Dennis",Finance,Germany,2025-06-04,REvil,Drive-by Download,92566,Not Paid,Yes,14,3141881,1067988,5.33
RA-101300,Lewis-Smith,Retail,United Kingdom,2022-09-28,Akira,Malicious Attachment,452408,Unknown,Yes,25,2408272,835709,6.61
RA-101301,"Williams, Villanueva and Reeves",Retail,Canada,2025-09-07,DarkSide,Malicious Attachment,1584115,Paid,No,18,1671317,1965545,5.96
RA-101302,"Paul, Bowman and Young",Transportation,Brazil,2022-12-29,Clop,Phishing Email,4859455,Unknown,Yes,24,2926543,6489233,11.39
RA-101303,Coleman LLC,Retail,Germany,2024-01-07,Maze,Drive-by Download,4775696,Negotiated,Yes,14,3639526,5513243,10.52
RA-101304,Romero-Adams,Retail,United States,2023-11-18,BlackCat,Credential Theft,1772664,Not Paid,No,17,1830954,2763477,6.15
RA-101305,Smith-Booth,Hospitality,India,2021-10-14,Akira,Phishing Email,3924550,Negotiated,Yes,38,2709544,4715283,12.33
RA-101306,Sandoval and Sons,Technology,Brazil,2024-07-13,Maze,Malicious Attachment,3015538,Paid,Yes,56,66355,3358461,11.48
RA-101307,Lang PLC,Transportation,United Kingdom,2026-02-14,LockBit,Zero-Day Exploit,3008159,Unknown,No,20,1365309,3997196,7.37
RA-101308,Fields Ltd,Manufacturing,Japan,2025-02-05,Maze,Zero-Day Exploit,3354852,Unknown,No,31,2043470,3894539,10.05
RA-101309,"Wood, Hill and Price",Technology,India,2021-03-24,REvil,Credential Theft,1970476,Unknown,Yes,49,4252795,2206664,13.57
RA-101310,Greene-Gibbs,Hospitality,France,2021-12-02,Conti,Credential Theft,4301681,Not Paid,Yes,11,2521570,6171005,8.47
RA-101311,Kim-Collins,Retail,United Kingdom,2024-09-20,Maze,Zero-Day Exploit,2799640,Unknown,Yes,51,451407,2999219,10.9
RA-101312,"Berry, Potter and Mueller",Education,Canada,2023-08-02,REvil,Phishing Email,12073,Not Paid,Yes,43,1237344,442355,7.7
RA-101313,Stevens LLC,Government,United Kingdom,2025-10-23,Hive,Malicious Attachment,1710588,Paid,No,28,756474,3239207,6.67
RA-101314,"Anthony, Reyes and Cervantes",Technology,Germany,2021-11-23,DarkSide,Drive-by Download,2896652,Unknown,No,7,3949462,4059727,7.9
RA-101315,Grant-Parker,Education,Australia,2024-12-17,Clop,Zero-Day Exploit,2041267,Negotiated,No,49,803937,2864068,10.2
RA-101316,Aguilar Ltd,Finance,Australia,2025-08-06,DarkSide,Drive-by Download,3566739,Paid,Yes,39,3303956,4696859,12.72
RA-101317,Wilkins-Johnson,Manufacturing,Australia,2025-12-19,Hive,Phishing Email,1499514,Unknown,Yes,50,1972744,2283641,10.97
RA-101318,Jimenez PLC,Healthcare,Germany,2024-08-15,REvil,Zero-Day Exploit,1934996,Paid,No,9,4193981,2339198,7.48
RA-101319,Dodson-Foster,Retail,India,2023-02-26,DarkSide,Phishing Email,1513906,Negotiated,No,28,1264662,2121519,6.98
RA-101320,"Cooper, Williams and Robinson",Finance,Brazil,2022-01-03,BlackCat,Malicious Attachment,1376897,Paid,No,26,4339934,3136409,9.62
RA-101321,"Clark, Reed and Davis",Hospitality,France,2025-07-04,Ryuk,Drive-by Download,107546,Unknown,Yes,11,2676282,387532,4.43
RA-101322,"Baird, Harmon and Schneider",Technology,Canada,2023-09-23,BlackCat,Credential Theft,3374732,Unknown,No,28,457373,4020073,8.03
RA-101323,"Allen, Day and Allen",Transportation,Australia,2025-05-19,BlackCat,RDP Exploit,3977402,Unknown,No,46,2810816,5757751,13.69
RA-101324,"Williams, Cox and Kim",Hospitality,Canada,2025-11-18,Conti,Credential Theft,676165,Unknown,No,10,58457,1393147,2.23
RA-101325,Duke-Vasquez,Energy,Brazil,2021-04-10,Maze,Phishing Email,3903716,Negotiated,No,19,334339,4168627,7.09
RA-101326,Perez Group,Healthcare,France,2023-05-22,REvil,RDP Exploit,2835834,Negotiated,No,44,2484339,4454000,11.92
RA-101327,"Zimmerman, Jackson and Dean",Healthcare,Japan,2023-05-05,BlackCat,Malicious Attachment,151959,Paid,No,29,2723315,786246,7.23
RA-101328,Ortiz LLC,Education,United Kingdom,2022-05-25,DarkSide,Zero-Day Exploit,1474966,Negotiated,No,6,4487881,1683299,6.86
RA-101329,Santiago-Campbell,Energy,United States,2023-07-28,BlackCat,Malicious Attachment,2052665,Negotiated,Yes,59,4392029,3256087,15.29
RA-101330,Flores-Osborn,Finance,Australia,2021-10-28,REvil,Zero-Day Exploit,853278,Unknown,Yes,25,4300371,2384550,8.9
RA-101331,Alvarez-Sims,Technology,South Africa,2022-01-12,Conti,Credential Theft,2159681,Negotiated,No,47,665176,3924689,9.87
RA-101332,Stewart Group,Healthcare,Australia,2024-06-14,Akira,Zero-Day Exploit,4317076,Not Paid,No,35,2044843,5783038,11.61
RA-101333,Hamilton PLC,Healthcare,Japan,2022-07-17,Ryuk,RDP Exploit,1562877,Negotiated,No,18,4207516,2980987,8.47
RA-101334,"Carson, Dillon and Jones",Technology,United Kingdom,2021-01-11,REvil,Malicious Attachment,3420696,Unknown,No,14,157125,5070774,5.68
RA-101335,"Barber, Ware and Fernandez",Manufacturing,Germany,2021-07-18,BlackCat,Credential Theft,1861597,Negotiated,No,15,151706,3358495,4.26
